60841,AST,101,Planetary Astronomy w/Lab: SC1,4,MWF,1200,1330,SP216,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094} "
60842,AST,101,Planetary Astronomy w/Lab: SC1,4,MW,1530,1745,SP216,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094}"
60844,AST,101,Planetary Astronomy w/Lab: SC1,4,MW,1800,2015,SP125,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094}"
60845,AST,101,Planetary Astronomy w/Lab: SC1,4,TR,1100,1315,SP207,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094}"
60847,AST,101,Planetary Astronomy w/Lab: SC1,4,MW,1000,1215,SP207,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094}"
60848,AST,102,Stellar Astronomy w/Lab: SC1,4,TR,1630,1845,SP216,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094}"
60850,BIO,105,Science of Biology w/Lab: SC1,4,MW,1100,1340,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094  "
60849,BIO,105,Science of Biology w/Lab: SC1,4,MW,1730,2010,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
60855,BIO,111,Gen College Biology I/Lab: SC1,5,MTW,900,1050,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
60856,BIO,111,Gen College Biology I/Lab: SC1,5,MTW,1000,1150,SP122,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
60857,BIO,111,Gen College Biology I/Lab: SC1,5,TR,1100,1340,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
62344,BIO,111,Gen College Biology I/Lab: SC1,5,MWF,1400,1550,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
62345,BIO,111,Gen College Biology I/Lab: SC1,5,TR,1400,1640,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
62466,BIO,111,Gen College Biology I/Lab: SC1,5,TR,1800,2040,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
64911,BIO,111,Gen College Biology I/Lab: SC1,5,MTW,1700,1850,SP122,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
60854,BIO,111,Gen College Biology I/Lab: SC1,5,R,900,1120,SP122,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
60858,BIO,111,Gen College Biology I/Lab: SC1,5,R,1130,1350,SP122,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094 "
65162,BIO,111,Gen College Biology I/Lab: SC1,5,MW,900,1050,PR4,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
65162,BIO,111,Gen College Biology I/Lab: SC1,5,F,900,1050,SP116,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
65163,BIO,111,Gen College Biology I/Lab: SC1,5,MW,1100,1250,PR4,24,22-Jan-19,13-May-19,STAFF,,
or CCR 094"
65163,BIO,111,Gen College Biology I/Lab: SC1,5,F,1100,1250,SP116,24,22-Jan-19,13-May-19,STAFF,,
