62130,PHY,105,603,Conceptual Physics w/Lab: SC1,4,MW,1240PM,0255PM,LBP112,18,22-Jan-19,13-May-19,STAFF,
62131,PHY,105,604,Conceptual Physics w/Lab: SC1,4,TR,0225PM,0440PM,LBP112,18,22-Jan-19,13-May-19,STAFF,
60926,PHY,111,601,Physics Alg-Based I/Lab: SC1,5,MWF,0800AM,0950AM,SP207,21 24,22-Jan-19,13-May-19,STAFF,
60927,PHY,111,602,Physics Alg-Based I/Lab: SC1,5,MWF,0520PM,0710PM,SP207,12 24,22-Jan-19,13-May-19,STAFF,
62041,PHY,111,641,Physics Alg-Based I/Lab: SC1,5,F,1000AM,1150AM,SP207,18 24,22-Jan-19,13-May-19,STAFF,
62041,PHY,111,641,Physics Alg-Based I/Lab: SC1,5,,,,ONLINE,,22-Jan-19,13-May-19,STAFF,
60928,PHY,112,601,Physics Alg-Based II/Lab: SC1,5,TR,0800AM,1045AM,SP207,18 24,22-Jan-19,13-May-19,STAFF,
60929,PHY,211,601,Physics Calc-Based I/Lab: SC1,5,MW,1235PM,0235PM,SP207,24,22-Jan-19,13-May-19,STAFF,
60929,PHY,211,601,Physics Calc-Based I/Lab: SC1,5,F,1200PM,0230PM,SP207,,22-Jan-19,13-May-19,STAFF,
60976,PHY,212,601,Physics Calc-Based II/Lab: SC1,5,TR,0240PM,0440PM,SP207,24,22-Jan-19,13-May-19,STAFF,
60976,PHY,212,601,Physics Calc-Based II/Lab: SC1,5,F,0240PM,0510PM,SP207,,22-Jan-19,13-May-19,STAFF,
63856,SCI,156,601,Integrated Sci II w/Lab: SC1,4,MW TR,0800AM 1130AM,0950AM 0210PM,BP141 SP104,24,22-Jan-19,13-May-19 11-Mar-19,STAFF,
63856,SCI,156,601,Integrated Sci II w/Lab: SC1,4,MW TR,0910AM 1130AM,1150AM 0210PM,SP104 SP110,,22-Jan-19 19-Mar-19,13-May-19,STAFF,
60817,PSY,101,601,General Psychology I: SS3,3,MWF,0900AM,0950AM,CP126,30,22-Jan-19,13-May-19,STAFF,
62363,PSY,101,602,General Psychology I: SS3,3,MWF,1000AM,1050AM,CP120,30,22-Jan-19,13-May-19,STAFF,
62749,PSY,101,603,General Psychology I: SS3,3,MWF,1100AM,1150AM,CP120,30,22-Jan-19,13-May-19,STAFF,
60821,PSY,101,604,General Psychology I: SS3,3,MWF,1200PM,1250PM,,30,22-Jan-19,13-May-19,STAFF,
60818,PSY,101,605,General Psychology I: SS3,3,MW,0100PM,0215PM,MP106,30,22-Jan-19,13-May-19,STAFF,
60819,PSY,101,606,General Psychology I: SS3,3,MW,0225PM,0340PM,MP106,30,22-Jan-19,13-May-19,STAFF,
60820,PSY,101,607,General Psychology I: SS3,3,MW,0400PM,0515PM,CP120,30,22-Jan-19,13-May-19,STAFF,
62361,PSY,101,608,General Psychology I: SS3,3,TR,1000AM,1115AM,CP120,30,22-Jan-19,13-May-19,STAFF,
,PSY,101,608,General Psychology I: SS3,3,TR,1125AM,1240PM,,30,22-Jan-19,13-May-19,STAFF,
61839,PSY,101,609,General Psychology I: SS3,3,TR,0100PM,0215PM,BP131,30,22-Jan-19,13-May-19,STAFF,
60822,PSY,101,610,General Psychology I: SS3,3,TR,0225PM,0340PM,BP131,30,22-Jan-19,13-May-19,STAFF,
64915,PSY,101,611,General Psychology I: SS3,3,TR,0400PM,0515PM,CP120,30,22-Jan-19,13-May-19,STAFF,
62362,PSY,101,612,General Psychology I: SS3,3,MW,0330PM,0510PM,,24,12-Feb-19,13-May-19,STAFF,
64584,PSY,101,612,General Psychology I: SS3,3,TR,0930AM,1110AM,,30,12-Feb-19,13-May-19,STAFF,
60823,PSY,102,601,General Psychology II : SS3,3,MWF,1100AM,1150AM,,30,22-Jan-19,13-May-19,STAFF,
62750,PSY,102,602,General Psychology II : SS3,3,TR,1125AM,1240PM,CP121,30,22-Jan-19,13-May-19,STAFF,
,PSY,102,602,General Psychology II : SS3,3,MW,0100PM,0215PM,,30,22-Jan-19,13-May-19,STAFF,
60824,PSY,102,63U,General Psychology II : SS3,3,TR,0225PM,0340PM,CP221,30,22-Jan-19,13-May-19,STAFF,
64310,PSY,200,601,Research Methodology,4,TR,1000AM,1150AM,CP228,24,22-Jan-19,13-May-19,STAFF,
60825,PSY,217,601,Human Sexuality: GT-SS3,3,MWF,1000AM,1050AM,,30,22-Jan-19,13-May-19,STAFF,
65074,PSY,226,601,Social Psychology,3,MW,0225PM,0340PM,,30,22-Jan-19,13-May-19,STAFF,
60826,PSY,235,601,Human Growth & Developmnt: SS3,3,MWF,0900AM,0950AM,CP120,30,22-Jan-19,13-May-19,STAFF,
63474,PSY,235,602,Human Growth & Developmnt: SS3,3,MW,0100PM,0215PM,,30,22-Jan-19,13-May-19,STAFF,
62365,PSY,235,603,Human Growth & Developmnt: SS3,3,TR,0835AM,0950AM,,30,22-Jan-19,13-May-19,STAFF,
62133,PSY,235,604,Human Growth & Developmnt: SS3,3,TR,1125AM,1240PM,,30,22-Jan-19,13-May-19,STAFF,
62528,PSY,235,605,Human Growth & Developmnt: SS3,3,F,0930AM,1115AM,,30,8-Feb-19,10-May-19,STAFF,
60827,PSY,235,606,Human Growth & Developmnt: SS3,3,TR,0530PM,0645PM,,30,22-Jan-19,13-May-19,STAFF,
63841,PSY,238,601,Child Development: SS3,3,TR,1000AM,1115AM,CP121,30,22-Jan-19,13-May-19,STAFF,
63475,PSY,249,601,Abnormal Psychology: SS3,3,TR,0100PM,0215PM,CP120,30,22-Jan-19,13-May-19,STAFF,
62751,PSY,258,601,Intro to Neuropsychology,3,MW,0100PM,0215PM,CP228,24,22-Jan-19,13-May-19,STAFF,
64717,ENG,230,601,Creative Nonfiction,3,TR,0225PM,0340PM,BP113,15,22-Jan-19,13-May-19,,
62475,JOU,105,601,Introduction to Mass Media:SS3,3,TR,0400PM,0515PM,BP111,24,22-Jan-19,13-May-19,,
63843,LIT,115,601,Intro to Literature I: AH2,3,MWF,1015AM,1115AM,BP142,16,6-Feb-19,13-May-19,,
60567,LIT,115,602,Intro to Literature I: AH2,3,MWF,1000AM,1050AM,BP136,24,22-Jan-19,13-May-19,,
60566,LIT,115,604,Intro to Literature I: AH2,3,TR,0400PM,0515PM,BP136,24,22-Jan-19,13-May-19,Sutcliffe,Amy
61669,LIT,115,63R,Intro to Literature I: AH2,3,MW,0330PM,0445PM,CP221,24,,,,
63556,LIT,115,63Y,Intro to Literature I: AH2,3,TR,1125AM,1240PM,CP221,24,22-Jan-19,13-May-19,Stilwell,Matt
62170,LIT,202,601,World Lit After 1600:GT-AH2,3,TR,1000AM,1115AM,BP136,24,22-Jan-19,13-May-19,Oliver,Blair
60764,LIT,222,601,British Lit Since 1770: GT-AH2,3,TR,0100PM,0215PM,BP136,24,22-Jan-19,13-May-19,Oliver,Blair
65072,LIT ,255,63R,Children's Literature,3,TBD,TBD,TBD,TBD,24,22-Jan-19,13-May-19,Campbell,Marissa
63055,EGT,201,601,Engineering Materials,3,MW,1230PM,0150PM,LBP120,16,23-Jan-19,13-May-19,STAFF,
64893,ELT,106,641,Fundamentals of DC/AC,4,MWF,0200PM,0350PM,LBP120,20,23-Jan-19,13-May-19,STAFF,
64893,ELT,106,641,Fundamentals of DC/AC,4,,,,ONLINE,,23-Jan-19,13-May-19,STAFF,
62558,ELT,205,601,Electronic Troubleshooting I,3,MW,1030AM,1220PM,LBP120,18,23-Jan-19,13-May-19,STAFF,
62556,ELT,258,601,Programmable Logic Controllers,3,TR,1100AM,1250PM,LBP120,18,22-Jan-19,9-May-19,STAFF,
62568,ENY,122,601,Wind Energy & Photovoltaics,3,F,0930AM,1220PM,LBP120,16,25-Jan-19,10-May-19,STAFF,
63367,ENY,161,601,Energy Industry Fundamentals,4,TR,0100PM,0250PM,LBP120,18,22-Jan-19,9-May-19,STAFF,
63896,MTE,106,641,Print Reading Manufacturing,3,MWF,1100AM,1150AM,LBP115,18,22-Jan-19,13-May-19,STAFF,
63896,MTE,106,641,Print Reading Manufacturing,3,,,,ONLINE,,22-Jan-19,13-May-19,STAFF,
63783,MTE,135,601,Lean Six Sigma,4,TR,0830AM,1050AM,LBP120,18,22-Jan-19,9-May-19,STAFF,
63237,MTE,238,601,Fluid Power Control,3,MW,0830AM,1020AM,LBP120,16,23-Jan-19,13-May-19,STAFF,
64449,MTE,289,601,Manufacturing Capstone,1,,,,TBA,10,9-Apr-19,13-May-19,STAFF,
61253,MTE,110,601,Applied Comm/Tmwrk in Industry,3,TR,1100AM,1215PM,LBP113,18,22-Jan-19,9-May-19,STAFF,
61592,MTE,110,602,Applied Comm/Tmwrk in Industry,3,MW,0530PM,0645PM,LBP113,18,23-Jan-19,13-May-19,STAFF,
62056,MTE,110,701,Applied Comm/Tmwrk in Industry,3,TR,0245PM,0400PM,LVLD2,18,22-Jan-19,9-May-19,STAFF,
61693,ANT,101,601,Cultural Anthropology : SS3,3,MWF,1000AM,1050AM,CP121,28,22-Jan-19,13-May-19,STAFF,
63037,ANT,101,602,Cultural Anthropology : SS3,3,MW,0100PM,0215PM,BP141,28,22-Jan-19,13-May-19,STAFF,
62076,ANT,101,603,Cultural Anthropology : SS3,3,TR,0835AM,0950AM,BP141,28,22-Jan-19,13-May-19,STAFF,
63901,ANT,101,604,Cultural Anthropology : SS3,3,MWF,0230PM,0330PM,BP105,16,12-Feb-19,13-May-19,STAFF,
61813,ANT,107,601,Intro to Archaeology: GT-SS3,3,TR,0100PM,0215PM,CP121,28,22-Jan-19,13-May-19,STAFF,
63893,ANT,111,601,Bio Anthrplgy W/Lab: GT - SC1,4,MWF,0810AM,0950AM,CP121,24,22-Jan-19,13-May-19,STAFF,
65077,ANT ,111,602,Bio Anthrplgy W/Lab: GT - SC1,4,TR,0230PM,0530PM,CP121,24,12-Feb-19,13-May-19,STAFF,
61935,ANT,201,601,Intro to Forensc Anthrp:GT-SS3,3,TR,1125AM,1240PM,CP121,24,22-Jan-19,13-May-19,STAFF,
64585,ANT,215,601,Indians of No. America: GT-SS3,3,MWF,1100AM,1150AM,CP121,28,22-Jan-19,13-May-19,STAFF,
DB,ANT,240,601,Environmental Anthropology,3,TR,1000AM,1115AM,CP121,28,22-Jan-19,13-May-19,STAFF,
60785,ETH,200,601,Intro to Ethnic Studies:GT-SS3,3,MWF,1100AM,1150AM,BP106,20,22-Jan-19,13-May-19,STAFF,
60786,GEO,105,601,World Regional Geography: SS2,3,MWF,0900AM,0950AM,,24,22-Jan-19,13-May-19,,
60787,GEO,105,602,World Regional Geography: SS2,3,MWF,1200PM,1250PM,,24,22-Jan-19,13-May-19,,
60788,GEO,105,604,World Regional Geography: SS2,3,TR,1125AM,1250AM,,24,22-Jan-19,13-May-19,,
